Engine Size(L),Cylinders,Transmission,Fuel Type,Fuel Consumption City (L/100 km),Fuel Consumption Hwy (L/100 km),Fuel Consumption Comb (L/100 km),Fuel Consumption Comb (mpg),Carbon Emissions(g/km)
2,4,A6,X,11.4,9.3,10.5,27,242
2.4,4,A6,X,11.6,9.3,10.6,27,244
1.6,4,AM6,X,8.6,6.6,7.7,37,177
1.6,4,M6,X,9.1,6.7,8,35,184
1.6,4,A6,X,9.9,7.5,8.8,32,202
1.6,4,M6,X,9.7,7.1,8.5,33,196
3.7,6,AS7,Z,12,8,10.2,28,235
3.7,6,AS7,Z,12.6,8.7,10.8,26,248
3.5,6,AS7,Z,8.2,6.7,7.5,38,172
3.5,6,AS7,Z,8.7,7.5,8.2,34,189
3.7,6,AS7,Z,13.3,9.4,11.5,25,265
3.7,6,AS7,Z,13.6,9.3,11.7,24,269
3.7,6,M6,Z,14.3,9.8,12.3,23,283
3.7,6,AS7,Z,12.9,8.9,11.1,25,255
3.7,6,M6,Z,13.5,9.3,11.6,24,267
3.7,6,AS7,Z,12.8,8.9,11,26,253
5.6,8,AS7,Z,14.5,9.5,12.3,23,283
3.7,6,AS7,Z,13.2,9.6,11.6,24,267
5.6,8,AS7,Z,15,10.2,12.8,22,294
3.5,6,AS7,Z,8,7,7.6,37,175
3.7,6,AS7,Z,13.6,9.6,11.8,24,271
3.5,6,AV,Z,11.9,9,10.6,27,244
3.5,6,AV,Z,12.3,9.3,11,26,253
2.5,4,AV,X,8.8,8.2,8.5,33,196
3.7,6,AS7,Z,14.5,10.7,12.8,22,294
5,8,AS7,Z,16.6,11.9,14.5,19,334
5.6,8,AS7,Z,17.4,12.1,15,19,345
3,6,AS8,Z,11.8,8.4,10.3,27,237
3,6,AS8,Z,12.2,8.7,10.6,27,244
5,8,AS8,Z,15,10.2,12.8,22,294
2,4,AS8,Z,12.3,8.2,10.5,27,242
3,6,AS8,Z,14.7,9.1,12.2,23,281
5,8,AS8,Z,15.7,10.3,13.3,21,306
5,8,AS8,E,21.3,14.1,18.1,16,290
5,8,AS8,Z,15.7,10.3,13.3,21,306
3,6,AS8,Z,14.6,9.6,12.4,23,285
5,8,AS8,Z,15.8,10.2,13.3,21,306
5,8,AS8,E,20.6,13.6,17.5,16,280
3,6,AS8,Z,14.7,9.6,12.4,23,285
5,8,AS8,Z,15.8,10.2,13.3,21,306
5,8,AS8,E,20.6,13.6,17.5,16,280
5,8,AS8,Z,15.8,10.2,13.3,21,306
5,8,AS8,Z,15.8,10.2,13.3,21,306
5,8,AS6,Z,15.1,10.6,13.1,22,301
5,8,AS6,Z,14.8,9.9,12.6,22,290
5,8,AS6,Z,15.9,10.9,13.7,21,315
5,8,AS6,Z,15.6,10.9,13.5,21,310
5,8,AS6,Z,15.9,10.9,13.7,21,315
5,8,AS6,Z,15.6,10.9,13.5,21,310
2.4,4,A9,X,10.9,7.7,9.5,30,218
3.2,6,A9,X,12.3,8.3,10.5,27,242
2.4,4,A9,X,11.3,8.3,10,28,230
3.2,6,A9,X,12.5,8.8,10.8,26,248
2.4,4,A9,X,11.4,8.6,10.1,28,232
3.2,6,A9,X,12.5,9.1,11,26,253
2.4,4,A9,X,12.1,9.4,10.9,26,251
3.2,6,A9,X,13.4,9.5,11.6,24,267
2,4,AV,X,10.7,8.8,9.9,29,228
2,4,A6,X,11.1,8.3,9.8,29,225
2,4,M5,X,10.2,7.8,9.1,31,209
2.4,4,A6,X,11.1,8.3,9.8,29,225
2.4,4,M5,X,10.3,8.3,9.4,30,216
2.4,4,A6,X,11.4,8.7,10.2,28,235
2.4,4,M5,X,10.3,8.4,9.4,30,216
2.4,4,AV,X,11.7,10.3,11.1,25,255
5.7,8,A8,X,17.3,11.7,14.8,19,340
3,6,A8,D,11.2,8.4,9.9,29,267
3.6,6,A8,X,13.9,9.8,12.1,23,278
3.6,6,A8,E,17.7,13,15.6,18,250
6.4,8,A8,Z,18.5,12.6,15.8,18,363
2,4,AV,X,10.7,8.8,9.9,29,228
2,4,A6,X,11.1,8.3,9.8,29,225
2,4,M5,X,10.2,7.8,9.1,31,209
2.4,4,A6,X,11.1,8.3,9.8,29,225
2.4,4,M5,X,10.3,8.3,9.4,30,216
2.4,4,A6,X,11.4,8.7,10.2,28,235
2.4,4,M5,X,10.3,8.4,9.4,30,216
2.4,4,AV,X,11.7,10.3,11.1,25,255
3.6,6,A5,X,14.1,11.1,12.8,22,294
3.6,6,M6,X,14.2,11,12.8,22,294
3.6,6,A5,X,14.8,11.7,13.4,21,308
3.6,6,M6,X,15,11.4,13.4,21,308
3.3,6,A6,X,12.7,8.8,10.9,26,251
1.8,4,A6,X,9.6,6.6,8.3,34,191
1.8,4,M6,X,9.3,6.4,8,35,184
2,4,A6,X,9.8,6.6,8.4,34,193
2,4,M6,X,9.7,6.8,8.4,34,193
1.6,4,A6,X,11.1,8,9.7,29,223
1.6,4,M6,X,11.1,8.2,9.8,29,225
2,4,A6,X,9.7,6.8,8.4,34,193
2,4,M6,X,9.8,7,8.5,33,196
1.6,4,A6,X,10.6,7.9,9.4,30,216
1.6,4,M6,X,10.8,8.1,9.6,29,221
2,4,A6,X,9.6,7,8.4,34,193
2,4,M6,X,9.8,7.2,8.6,33,198
2,4,A6,X,11.7,7.6,9.9,29,228
2.4,4,A6,X,10.2,6.8,8.7,32,200
2.4,4,AS6,X,6.5,5.9,6.2,46,143
2.4,4,AS6,X,6.7,6,6.4,44,147
1.6,4,A6,X,8.7,6.3,7.6,37,175
1.6,4,M6,X,8.7,6.4,7.7,37,177
1.6,4,A6,X,8.5,6.4,7.6,37,175
2,4,A6,X,10.5,7.5,9.2,31,212
2,4,M6,X,10.8,7.4,9.3,30,214
3.5,6,A6,X,13.7,9.9,12,24,276
2.4,4,A6,X,11.8,8.5,10.3,27,237
3.3,6,A6,X,12.9,9.5,11.4,25,262
2.4,4,A6,X,12.3,9.3,11,26,253
3.3,6,A6,X,13.4,9.9,11.8,24,271
1.6,4,A6,X,9.8,7.9,8.9,32,205
1.6,4,M6,X,9.9,7.8,9,31,207
2,4,A6,X,10.1,7.8,9.1,31,209
2,4,A6,X,9.7,7.8,8.8,32,202
2.4,4,A6,X,11.4,8.3,10,28,230
2.4,4,M6,X,12.9,9.3,11.3,25,260
2,4,A6,X,12.7,9.7,11.4,25,262
2.4,4,A6,X,12,9.1,10.7,26,246
6.5,12,A7,Z,22.8,12.9,18.3,15,421
5.2,10,A6,Z,18,12.8,15.7,18,361
5.2,10,M6,Z,20.6,13.5,17.4,16,400
2,4,AS6,Z,13.5,9.9,11.9,24,274
3,6,AS8,Z,16.3,12.4,14.5,19,334
2,4,AS9,Z,11.3,7.9,9.8,29,225
2,4,AS9,Z,11.3,7.9,9.8,29,225
5,8,AS8,Z,18,12.2,15.4,18,354
5,8,AS8,Z,17.2,12.5,15.1,19,347
5,8,AS8,E,25,16.9,21.4,13,342
3,6,AS8,Z,14.2,10.2,12.4,23,285
3,6,AS8,Z,14.2,10.2,12.4,23,285
3,6,AS8,E,19.4,14.9,17.4,16,278
5,8,AS8,Z,17.3,12.2,15,19,345
5,8,AS8,Z,16.6,12.3,14.7,19,338
5,8,AS8,E,24,16.6,20.7,14,331
3,6,AS8,Z,14.1,10.1,12.3,23,283
3,6,AS8,Z,14.1,10.1,12.3,23,283
3,6,AS8,E,19.4,14.8,17.3,16,277
5,8,AS8,Z,18,12.2,15.4,18,354
5,8,AS8,Z,17.2,12.5,15.1,19,347
5,8,AS8,E,25,16.9,21.4,13,342
1.8,4,AV,X,5.5,5.8,5.6,50,129
2.5,4,AV6,X,5.8,6.2,6,47,138
3.5,6,AS6,X,11.3,7.6,9.6,29,221
3.5,6,AS8,Z,12.1,8.3,10.4,27,239
3.5,6,AS6,Z,12.5,9.1,11,26,253
3.5,6,AV8,Z,7.7,7.4,7.6,37,175
4.6,8,AS6,Z,15.7,11.8,13.9,20,320
2.5,6,AS6,Z,11.2,7.8,9.7,29,223
2.5,6,AS6,Z,11.8,8.7,10.4,27,239
2.5,6,AS6,Z,11.2,7.8,9.7,29,223
3.5,6,AS8,Z,12.2,8.7,10.6,27,244
3.5,6,AS6,Z,12.5,9.1,11,26,253
3.5,6,AS6,Z,12.1,8.7,10.6,27,244
5,8,AS8,Z,14.6,10.1,12.6,22,290
4.6,8,AS8,Z,14.5,9.6,12.3,23,283
4.6,8,AS8,Z,15.1,10.3,12.9,22,297
4.6,8,AS8,Z,15.1,10.3,12.9,22,297
5,8,AV8,Z,12,10.7,11.4,25,262
5.7,8,AS6,Z,18.8,13.6,16.5,17,380
3.5,6,AS6,X,13.3,9.8,11.7,24,269
3.5,6,AS8,X,12.7,9.1,11.1,25,255
3.5,6,AV6,Z,7.9,8.6,8.2,34,189
3.5,6,AS6,X,13.7,9.4,11.8,24,271
3.7,6,AS6,X,13.1,9,11.3,25,260
3.5,6,AS6,X,14.8,10.4,12.8,22,294
2,4,AS6,X,11.5,8.5,10.2,28,235
3.7,6,A6,X,14,9.9,12.2,23,281
3.7,6,AS6,X,13.7,10.4,12.2,23,281
2,4,AS6,X,10.5,7.1,9,31,207
3.7,6,AS6,X,13.1,9.3,11.4,25,262
2,4,AV,X,6.2,6.4,6.3,45,145
5.4,8,A6,X,18.2,13.3,16,18,368
5.4,8,A6,E,24.5,18,21.6,13,346
3,6,AS8,Z,15.2,9.6,12.7,22,292
3,6,AS8,Z,15.2,9.6,12.7,22,292
4.7,8,AS6,Z,18.2,11.4,15.1,19,347
4.7,8,AS6,Z,18.2,11.7,15.3,18,352
3.8,8,AS8,Z,17.6,10.7,14.5,19,334
3,6,AS8,Z,15.9,9.7,13.1,22,301
2,4,AS6,X,8.9,7.3,8.2,34,189
2,4,M6,X,9,6.8,8,35,184
2.5,4,AS6,X,9.6,7.4,8.6,33,198
2,4,AS6,X,9.3,7.6,8.5,33,196
2.5,4,AS6,X,9.8,7.9,8.9,32,205
3.7,6,AS6,X,14.2,10,12.3,23,283
3.7,6,AS6,X,14.3,10.6,12.6,22,290
1.5,4,A4,X,8.4,6.9,7.7,37,177
1.5,4,M5,X,8,6.7,7.4,38,170
2,4,AS6,X,7.9,5.7,6.9,41,159
2,4,M6,X,8,5.8,7,40,161
2.5,4,AS6,X,8.4,6.1,7.4,38,170
2.5,4,AS6,X,8.3,6.1,7.3,39,168
2,4,M6,X,8,5.8,7,40,161
2,4,AS6,X,8,5.9,7.1,40,163
2,4,M6,X,8.2,5.9,7.2,39,166
2.5,4,AS6,X,8.7,6.5,7.7,37,177
2.5,4,AS6,X,8.2,6.1,7.3,39,168
2,4,M6,X,8.2,5.9,7.2,39,166
2.5,4,AS5,X,10.8,8.4,9.7,29,223
2.5,4,M6,X,11.1,8.3,9.8,29,225
2.5,4,AS6,X,8.8,6.2,7.6,37,175
2.5,4,M6,X,9.4,6.4,8.1,35,186
2.5,4,AS6,X,8.4,5.9,7.3,39,168
2,4,AS6,Z,11.5,8.5,10.2,28,235
2,4,M5,Z,10.5,8.5,9.6,29,221
2,4,M6,Z,11.1,8.4,9.9,29,228
2,4,AS7,Z,9.2,6.6,8,35,184
1.8,4,AS7,Z,10.9,7.5,9.4,30,216
1.8,4,AS7,Z,11,7.4,9.4,30,216
3.5,6,AS7,Z,12.2,8.5,10.5,27,242
3.5,6,AS7,E,16.4,11.1,14,20,224
3.5,6,AS7,Z,12,8.6,10.5,27,242
3.5,6,AS7,Z,11.9,8.6,10.4,27,239
3.5,6,AS7,Z,12.1,8.7,10.6,27,244
3.5,6,AS7,Z,12.1,8.6,10.5,27,242
6.2,8,AS7,Z,17.7,11.9,15.1,19,347
6.2,8,AS7,Z,17.9,12.2,15.3,18,352
4.7,8,AS7,Z,15.4,10.4,13.2,21,304
5.5,8,AS7,Z,15.4,11,13.4,21,308
2,4,AS7,Z,9.1,6.2,7.8,36,179
2,4,AS7,Z,10.3,7.8,9.2,31,212
4.7,8,AS7,Z,13.3,9.4,11.5,25,264
5.5,8,AS7,Z,15.1,10.7,13.1,22,301
5.5,8,AS7,Z,15.1,10.7,13.1,22,301
2.1,4,AS7,D,8.5,5.7,7.2,39,194
3.5,6,AS7,Z,11.8,8.2,10.2,28,235
3.5,6,AS7,Z,11.6,8.1,10,28,230
3.5,6,AS7,Z,11.9,8.5,10.4,27,239
3.5,6,AS7,Z,12.1,8.6,10.5,27,242
3.5,6,AS7,Z,12,8.5,10.4,27,239
3.5,6,AS7,Z,11.9,8.2,10.2,28,235
3.5,6,AS7,Z,9.6,7.9,8.8,32,202
4.7,8,AS7,Z,13.6,9.1,11.6,24,267
4.7,8,AS7,Z,13.7,9.3,11.7,24,269
4.7,8,AS7,Z,13.4,8.9,11.4,25,262
5.5,8,AS7,Z,15,10.3,12.9,22,297
5.5,8,AS7,Z,15.5,11,13.5,21,310
5.5,8,AS7,Z,15,10.3,12.9,22,297
5.5,8,AS7,Z,15.5,11,13.5,21,310
5.5,8,AS7,Z,20,15.9,18.2,16,419
5.5,8,AS7,Z,19.4,15.7,17.7,16,407
3,6,AS7,D,13.4,10.2,12,24,324
4.7,8,AS7,Z,17.1,12.8,15.2,19,350
4.7,8,AS7,Z,17.6,13.1,15.6,18,359
5.5,8,AS7,Z,17.7,13.4,15.8,18,363
2.1,4,AS7,D,9.6,7.1,8.5,33,230
3.5,6,AS7,Z,12.6,9.6,11.3,25,260
3.5,6,AS7,Z,13.4,10.5,12.1,23,278
3.5,6,AS7,E,17.8,13.8,16,18,256
3,6,AS7,D,11.8,8.5,10.3,27,278
4.7,8,AS7,Z,16.2,11.8,14.2,20,327
5.5,8,AS7,Z,17.2,13.5,15.5,18,356
4.7,8,AS7,Z,14.3,9.5,12.1,23,278
4.7,8,AS7,Z,14.2,9.4,12,24,276
5.5,8,AS7,Z,15.6,10.3,13.2,21,304
4.7,8,AS7,Z,13.4,9.6,11.7,24,269
5.5,8,AS7,Z,14.8,10.2,12.7,22,292
6,8,AS7,Z,16.7,11.2,14.2,20,327
1.8,4,AS7,Z,10.3,7.2,8.9,32,205
1.8,4,M6,Z,10.4,7.3,9,31,207
3.5,6,AS7,Z,11.1,8.1,9.8,29,225
5.5,8,AS7,Z,12.3,8.7,10.7,26,246
6.2,8,AS7,Z,18.7,13.9,16.5,17,380
6.2,8,AS7,Z,18.2,12.6,15.7,18,361
6.2,8,AS7,Z,18.2,12.6,15.7,18,361
1.6,4,A6,Z,8.7,6.6,7.8,36,179
1.6,4,M6,Z,8.6,6.8,7.8,36,179
1.6,4,A6,Z,8.7,6.6,7.8,36,179
1.6,4,M6,Z,8.6,6.8,7.8,36,179
1.6,4,A6,Z,9.4,7.9,8.7,32,200
1.6,4,M6,Z,8.6,6.8,7.8,36,179
1.6,4,A6,Z,8.5,6.6,7.6,37,175
1.6,4,M6,Z,8,6.4,7.3,39,168
1.6,4,A6,Z,9.4,7.9,8.7,32,200
1.6,4,M6,Z,8.6,6.8,7.8,36,179
1.6,4,A6,Z,8.7,6.6,7.8,36,179
1.6,4,M6,Z,8.6,6.8,7.8,36,179
1.6,4,A6,Z,9.3,7,8.3,34,191
1.6,4,M6,Z,9.1,6.7,8,35,184
1.6,4,A6,Z,9.3,7,8.3,34,191
1.6,4,M6,Z,9.1,6.7,8,35,184
1.6,4,A6,Z,10,7.8,9,31,207
1.6,4,M6,Z,9.3,7.5,8.5,33,196
1.6,4,A6,Z,9.3,7,8.3,34,191
1.6,4,M6,Z,9.1,6.7,8,35,184
1.6,4,A6,Z,10,7.8,9,31,207
1.6,4,M6,Z,9.3,7.5,8.5,33,196
1.6,4,A6,Z,9.3,7,8.3,34,191
1.6,4,M6,Z,9.1,6.7,8,35,184
1.6,4,A6,Z,9.3,7,8.3,34,191
1.6,4,M6,Z,9.1,6.7,8,35,184
1.6,4,A6,Z,9.3,7,8.3,34,191
1.6,4,M6,Z,9.1,6.7,8,35,184
1.6,4,A6,Z,10,7.8,9,31,207
1.6,4,M6,Z,9.3,7.5,8.5,33,196
1.6,4,A6,Z,9.3,7,8.3,34,191
1.6,4,M6,Z,9.1,6.7,8,35,184
1.6,4,A6,Z,10,7.8,9,31,207
1.6,4,M6,Z,9.3,7.5,8.5,33,196
1.6,4,A6,Z,9.3,7,8.3,34,191
1.6,4,M6,Z,9.1,6.7,8,35,184
2,4,AV6,X,9.2,7,8.2,34,189
2,4,M5,X,9.6,6.8,8.3,34,191
2.4,4,AV6,X,10.5,8.2,9.5,30,218
2,4,AM6,Z,14.2,10.5,12.5,23,288
2,4,M5,Z,14,10.3,12.3,23,283
2,4,AM6,Z,13.4,9.4,11.6,24,267
2,4,AV6,X,9.6,7.3,8.6,33,198
2,4,M5,X,9.8,7.1,8.6,33,198
1.2,3,AV,X,6.4,5.4,6,47,138
1.2,3,M5,X,7,5.6,6.4,44,147
2.4,4,AV6,X,9.5,7.5,8.6,33,198
2.4,4,AV6,X,9.9,8.1,9.1,31,209
3,6,AS6,Z,11.5,8.5,10.2,28,235
2,4,AV6,X,9.6,7.6,8.7,32,200
2,4,M5,X,9.9,7.5,8.8,32,202
2,4,AV6,X,9.8,8,9,31,207
3.7,6,AS7,Z,12.6,9.1,11,26,253
3.7,6,M6,Z,13.3,9.3,11.5,25,264
3.7,6,AS7,Z,13,9.5,11.4,25,262
3.7,6,M6,Z,13.5,9.6,11.7,24,269
2.5,4,AV,X,8.7,6.2,7.6,37,175
3.5,6,AV,X,10.8,7.4,9.3,30,214
5.6,8,A5,X,19.1,13.4,16.5,17,380
2.5,4,A5,X,13.7,10.6,12.3,23,283
2.5,4,M5,X,12.2,10.2,11.3,25,260
4,6,A5,X,14.7,10.2,12.7,22,292
4,6,A5,X,15.7,11.2,13.7,21,315
4,6,M6,X,14.8,11,13.1,22,301
3.8,6,AM6,Z,14.5,10.9,12.9,22,297
1.6,4,AV,Z,8.7,7.3,8.1,35,186
1.6,4,M6,Z,9.5,7.6,8.6,33,198
1.6,4,AV,Z,9.3,7.9,8.7,32,200
3.5,6,AV,Z,12.3,9.1,10.9,26,251
3.5,6,AV,X,13.2,10.1,11.8,24,271
2,4,AV,X,10,8.5,9.3,30,214
3.5,6,AV,X,12,8.9,10.6,27,244
3.5,6,AV,X,12.3,9.3,11,26,253
2.5,4,AV,X,9.1,8.5,8.8,32,202
3.5,6,AV,X,12.5,9.5,11.1,25,255
2.5,4,AV,X,9.2,7.2,8.3,34,191
2.5,4,AV,X,9.5,7.4,8.6,33,198
1.8,4,AV,X,7.8,6,7,40,161
1.8,4,M6,X,8.7,6.6,7.8,36,179
5.6,8,A5,X,17.9,12.8,15.6,18,359
5.6,8,A5,X,19.7,14.3,17.3,16,398
1.6,4,AV,X,7.2,5.8,6.6,43,152
1.6,4,M5,X,8.6,6.5,7.7,37,177
4,6,A5,X,16.1,11.9,14.2,20,327
4,6,M6,X,15.2,11.9,13.7,21,315
3.4,6,AM7,Z,11.6,8.3,10.1,28,232
3.4,6,M7,Z,12.5,8.6,10.7,26,246
3.4,6,AM7,Z,11.8,8.5,10.3,27,237
3.4,6,M7,Z,12.4,8.6,10.7,26,246
3.4,6,AM7,Z,12,8.7,10.5,27,242
3.4,6,M7,Z,12.6,9,11,26,253
3.8,6,AM7,Z,12.3,8.9,10.8,26,248
3.8,6,M7,Z,12.8,8.9,11,26,253
3.8,6,AM7,Z,12.7,9,11,26,253
3.8,6,M7,Z,12.9,9.1,11.2,25,258
3.4,6,AM7,Z,11.6,8.3,10.1,28,232
3.4,6,M7,Z,12.4,8.6,10.7,26,246
3.8,6,AM7,Z,12.1,8.7,10.6,27,244
3.8,6,M7,Z,12.6,8.6,10.8,26,248
3.8,6,AM7,Z,12.4,8.7,10.7,26,246
3.8,6,M7,Z,12.6,8.8,10.9,26,251
3.8,6,AM7,Z,16,11.5,14,20,322
3.8,6,AM7,Z,13.7,9.6,11.9,24,274
3.8,6,AM7,Z,13.7,9.6,11.9,24,274
3.8,6,AM7,Z,13.7,9.6,11.9,24,274
3.8,6,AM7,Z,13.7,9.6,11.9,24,274
2.7,6,AM7,Z,10.7,7.4,9.2,31,212
2.7,6,M6,Z,11.5,7.9,9.9,29,228
3.4,6,AM7,Z,11.3,7.9,9.8,29,225
3.4,6,M6,Z,11.9,8.6,10.4,27,239
3.6,6,A8,Z,14.1,10.2,12.4,23,290
3.6,6,M6,Z,15.8,10.9,13.6,21,313
3,6,A8,D,11.8,8.1,10.2,28,277
4.8,8,A8,Z,16.7,11.5,14.4,20,338
4.8,8,A8,Z,15.5,10.7,13.2,21,310
3,6,A8,Z,11.8,9.9,10.9,26,251
4.8,8,A8,Z,16.3,11,13.9,20,326
4.8,8,A8,Z,18,11.9,15.2,19,358
2.7,6,AM7,Z,10.7,7.4,9.2,31,212
2.7,6,M6,Z,11.5,7.9,9.9,29,228
3.4,6,AM7,Z,11.3,7.9,9.8,29,225
3.4,6,M6,Z,11.9,8.6,10.4,27,239
3.6,6,AM7,Z,12.9,8.4,10.9,26,251
3.6,6,AM7,Z,13.1,8.7,11.1,25,255
3,6,AM7,Z,13.4,8.8,11.3,25,260
3,6,AM7,Z,13.7,8.9,11.5,25,264
4.8,8,AM7,Z,15.1,9.7,12.7,22,292
3,6,AM7,Z,13.4,8.8,11.3,25,260
4.8,8,AM7,Z,15.3,9.7,12.8,22,294
4.8,8,AM7,Z,15.4,9.8,12.9,22,297
5.7,8,A6,X,17.1,12,14.8,19,340
5.7,8,A8,X,15.8,10.9,13.6,21,313
5.7,8,A6,X,17.6,12.7,15.4,18,354
5.7,8,A8,X,16.3,11.5,14.1,20,324
3,6,A8,D,12.1,8.8,10.6,27,286
3.6,6,A8,X,14.6,10.1,12.6,22,290
3.6,6,A8,E,20.5,14.5,17.8,16,285
3,6,A8,D,11.6,8.4,10.2,28,275
3.6,6,A8,X,13.9,9.5,11.9,24,274
3.6,6,A8,E,19.4,13.6,16.8,17,269
3.6,6,A8,X,12.9,9.3,11.3,25,260
3.6,6,A6,X,13.3,9.1,11.4,25,262
3.6,6,A6,E,18.6,12.7,15.9,18,254
6.6,12,A8,Z,19.1,12.3,16,18,368
6.6,12,A8,Z,19.1,12.3,16,18,368
6.7,12,A8,Z,20.7,12.8,17.1,17,393
6.7,12,A8,Z,20.7,12.8,17.1,17,393
6.7,12,A8,Z,20.7,12.7,17.1,17,393
6.7,12,A8,Z,20.7,12.7,17.1,17,393
6.6,12,A8,Z,18.7,11.8,15.6,18,359
2,4,AS6,Z,9.6,7,8.4,34,193
2,4,M6,Z,10.9,7.8,9.5,30,218
1.3,4,AV,X,6.6,5.7,6.2,46,143
2.5,4,AS6,X,10.2,7.5,9,31,207
2.5,4,M6,X,10.2,7.6,9,31,207
2.4,4,AS4,X,10.9,8.6,9.9,29,228
2.4,4,M5,X,10.9,8.6,9.9,29,228
1.8,4,A4,X,8.8,7.1,8,35,184
1.8,4,M5,X,8.6,7.1,7.9,36,182
1,3,AM5,Z,6.9,5.7,6.4,44,147
1,3,AM5,Z,6.9,5.7,6.4,44,147
8.4,10,M6,Z,20,13,16.9,17,389
8.4,10,M6,Z,20,13,16.9,17,389
2,4,AS6,Z,9.6,7.1,8.5,33,196
2,4,M6,Z,11,7.9,9.6,29,221
2,4,AV,Z,10.2,8.6,9.5,30,218
2.5,4,AV,X,9.6,7.4,8.6,33,198
2.5,4,M6,X,10.9,8.3,9.7,29,223
2,4,AV,X,8.7,6.6,7.8,36,179
2,4,M5,X,9.6,7.1,8.5,33,196
2.5,4,M5,Z,12.6,9.5,11.2,25,258
2.5,4,M6,Z,14.2,10.4,12.5,23,288
2,4,AV,X,8.7,6.6,7.8,36,179
2,4,M5,X,9.6,7.1,8.5,33,196
2.5,4,M5,Z,12.6,9.5,11.2,25,258
2.5,4,M6,Z,14.2,10.4,12.5,23,288
2.5,4,AV,X,9.7,7.3,8.6,33,198
2.5,4,M6,X,11.3,8.2,9.9,29,228
3.6,6,AS5,X,13.3,9.5,11.6,24,267
2.5,4,AV,X,9.9,7.8,9,31,207
2.5,4,M6,X,10.8,8.5,9.8,29,225
3.6,6,AS5,X,13.4,9.7,11.7,24,269
3.6,6,AS5,X,14.7,11.1,13.1,22,301
2,4,AV,X,9.5,7.2,8.5,33,196
2,4,M5,X,10.2,8,9.2,31,212
2,4,AV,X,8.1,7.2,7.7,37,177
4,6,AS5,X,14.3,11.1,12.9,22,297
4,6,AS5,X,14.3,11.1,12.9,22,297
3.5,6,AS6,X,11.3,7.6,9.6,29,221
2.5,4,AS6,X,9.5,6.6,8.2,34,189
3.5,6,AS6,X,11.1,7.8,9.6,29,221
2.5,4,AV,X,5.5,5.9,5.7,50,131
2.5,4,AV,X,5.8,6.2,6,47,138
1.8,4,A4,X,8.6,6.5,7.7,37,177
1.8,4,AV7,X,8.1,6.3,7.3,39,168
1.8,4,AV,X,8,5.9,7.1,40,163
1.8,4,M6,X,8.3,6.3,7.4,38,170
1.8,4,AV,X,7.7,5.6,6.8,42,156
1.8,4,AV,X,7.8,5.9,6.9,41,159
1.8,4,A4,X,9.4,7.5,8.5,33,196
1.8,4,M5,X,8.9,7.3,8.2,34,189
4,6,A5,X,14.3,11.2,12.9,22,297
4,6,M6,X,15.4,12.1,13.9,20,320
2.7,4,AS6,X,11.7,8.6,10.3,27,237
3.5,6,AS6,X,12.6,9.4,11.2,25,258
3.5,6,AS6,X,13,9.7,11.5,25,264
3.5,6,AV6,X,8,8.6,8.3,34,191
3.5,6,AV6,X,7.9,8.6,8.2,34,189
1.8,4,AV,X,4.7,4.9,4.8,59,110
1.5,4,AV,X,4.6,4.9,4.7,60,108
1.8,4,AV,X,5.3,5.8,5.5,51,126
2.5,4,AS6,X,10,7.6,8.9,32,205
2.5,4,AS6,X,10.4,8.1,9.4,30,216
2.5,4,AS6,X,10.6,8.2,9.5,30,218
5.7,8,AS6,X,19,13.9,16.7,17,384
3.5,6,AS6,X,12.9,9.4,11.3,25,260
3.5,6,AS6,X,14.2,10.3,12.4,23,285
2.7,4,A4,X,12.2,9.3,10.9,26,251
2.7,4,M5,X,11.3,8.9,10.2,28,235
4,6,M6,X,14.5,11.3,13.1,22,301
2.7,4,A4,X,13.1,10.5,11.9,24,274
2.7,4,M5,X,12.8,10.6,11.8,24,271
4,6,A5,X,14.7,11.5,13.3,21,306
4,6,M6,X,15.3,12.3,14,20,322
4,6,AS5,X,14.8,11.8,13.5,21,310
4.6,8,AS6,X,15.9,12.3,14.3,20,329
5.7,8,AS6,X,17.6,12.9,15.5,18,356
4.6,8,AS6,X,16.9,12.8,15.1,19,347
5.7,8,AS6,X,18.1,13.9,16.2,17,373
2.7,4,AS6,X,11.4,8.2,10,28,230
3.5,6,AS6,X,12.6,9.1,11,26,253
2.7,4,AS6,X,11.6,8.5,10.2,28,235
3.5,6,AS6,X,12.9,9.4,11.3,25,260
1.5,4,A4,X,7.9,6.6,7.3,39,168
1.5,4,M5,X,7.8,6.3,7.1,40,163
1.8,4,A6,X,9.5,7.2,8.5,33,196
1.8,4,M5,X,9.9,7.2,8.7,32,200
2,4,A6,Z,10.3,7.7,9.1,31,209
2,4,M6,Z,10.8,7.6,9.4,30,216
2.5,5,A6,X,10.9,8.4,9.8,29,225
2.5,5,M5,X,11.2,7.7,9.6,29,221
2,4,A6,D,8.4,5.9,7.4,38,200
2,4,M6,D,8.8,6.1,7.7,37,208
1.8,4,A6,X,9.8,7.3,8.7,32,200
2,4,A6,Z,10.3,8.1,9.3,30,214
2,4,M6,Z,10.8,7.6,9.4,30,216
2.5,5,A6,X,11.2,8.7,10.1,28,232
2,4,A6,Z,11.1,7.9,9.7,29,223
2,4,M6,Z,11.6,7.7,9.8,29,225
3.6,6,A6,Z,14.3,9.8,12.3,23,283
2,4,A6,Z,10.9,8,9.6,29,221
2.5,5,A6,X,11,7.7,9.5,30,218
2.5,5,M5,X,11.2,7.3,9.4,30,216
